Date,Actual,Predicted,RSI
2023-08-10,29429.59171682795,29031.39940587111,54.4392873901186
2023-08-11,29397.714811027763,28823.33133781611,51.64240718299124
2023-08-12,29415.96466087248,28828.29480070161,51.24602316644032
2023-08-13,29282.91424502423,28951.67545811762,50.15708315854983
2023-08-14,29408.44329348965,28943.1192031712,53.56495435061041
2023-08-15,29170.347792516364,28737.60385777308,38.98299838149369
2023-08-16,28701.779277867623,28720.622226364667,39.944401783535234
2023-08-17,26664.550800094927,27505.539936555357,20.41477952880193
2023-08-18,26049.5565863152,26601.89533509705,18.225448122599133
2023-08-19,26096.205105586207,26642.64765094878,19.146517687945007
2023-08-20,26189.58401720729,26504.178140387143,20.69880077662559
2023-08-21,26124.14059250281,26489.62138822915,18.12145825705116
2023-08-22,26031.6562145955,26025.557077349706,6.597931850598954
2023-08-23,26431.640591044717,25875.235587290925,15.20402170507954
2023-08-24,26162.37298859835,25945.63155600282,14.753407967245977
2023-08-25,26047.66799053792,25879.29274628221,14.494380545820718
2023-08-26,26008.462888964157,25715.62675862492,14.045146945898791
2023-08-27,26089.69338280137,25758.75817771868,15.933629598879463
2023-08-28,26106.150389877646,26010.018440453256,13.930586761240036
2023-08-29,27727.39258851542,26794.9520277744,37.89637400150156
2023-08-30,27297.26563125056,26967.12539451876,38.142353753506576
2023-08-31,25931.47269516488,27206.3681919802,43.01958169143547
2023-09-01,25800.724571027324,26910.79982522574,47.38990059191708
2023-09-02,25868.798779113706,26798.894705104947,47.625317276077546
2023-09-03,25969.56640300216,26852.379626477952,47.70601343826607
2023-09-04,25812.41598749689,26803.66209084924,46.81082953138917
2023-09-05,25779.982403980088,26639.50040463345,47.39316217714934
2023-09-06,25753.236334511847,26510.55844799692,42.384235215356064
2023-09-07,26240.19531194715,26640.58749923956,50.83292293130461
2023-09-08,25905.654323189272,26742.401623566187,48.54835495724834
2023-09-09,25895.67772577627,26606.430287537434,48.84019447637186
2023-09-10,25832.226607684304,26591.629850079124,47.34267143702999
2023-09-11,25162.654354035945,26658.267938845416,41.41899035941636
2023-09-12,25833.34381248472,26087.538033280503,29.17267920018284
2023-09-13,26228.324196653502,26511.207103381472,38.15415373821322
2023-09-14,26539.673798343563,27098.534795523665,58.79554219242307
2023-09-15,26608.69339967637,27157.48829818633,61.896901709244375
2023-09-16,26568.28120109369,27093.074024007816,60.38408883006157
2023-09-17,26534.18750163687,27134.33250388508,58.55130184994732
2023-09-18,26754.281205616997,27596.458066174357,63.99786060677252
2023-09-19,27211.11720069748,27747.664022371173,68.88678099478852
2023-09-20,27132.00778220788,27476.3108771974,67.94768695639856
2023-09-21,26567.63280017452,27288.55910293116,54.1780973796581
2023-09-22,26579.56840046521,27183.473525424342,59.37060392786253
2023-09-23,26579.39059972153,27183.60803119709,59.53283067527555
2023-09-24,26256.82620678357,27287.803738646544,55.52115083881517
2023-09-25,26298.480505244715,27439.08268476738,67.65190232080951
2023-09-26,26217.250011407494,27250.218443383423,57.30461785193133
2023-09-27,26352.716793482563,27190.75786061985,52.62617960269365
2023-09-28,27021.546896539447,27533.20785543916,58.83911620632642
2023-09-29,26911.7207122995,27396.467895166206,55.47651766928697
2023-09-30,26967.915995318413,27472.62000029944,57.18150533095875
2023-10-01,27983.75000561904,28265.54692813528,69.2549519621949
2023-10-02,27530.7851969775,28541.63301832095,59.71358470284785
2023-10-03,27429.97848720681,28066.065021648712,53.00553486983376
2023-10-04,27799.394483608197,28086.449049494757,58.48816574256077
2023-10-05,27415.91208520771,28302.561406659992,61.30922988731106
2023-10-06,27946.597690138427,28561.179660750724,66.01061259507166
2023-10-07,27968.83977791625,28430.756289956626,66.18952110170048
2023-10-08,27935.08985887328,28574.124342345596,70.96579519290603
2023-10-09,27583.677722947952,28535.998877229,64.9020721160752
2023-10-10,27391.01948604114,28505.256794486748,63.26721878931143
2023-10-11,26873.32029502746,28136.83608158269,55.41640525525529
2023-10-12,26756.79880279827,27559.408203082014,46.88787507663404
2023-10-13,26862.375008062576,27490.954832327487,49.41935908083038
2023-10-14,26861.70699480264,27385.26756911845,48.73371277717176
2023-10-15,27159.652308783378,27242.539474024717,38.14530413630066
2023-10-16,28519.46673346624,28674.076566626536,61.27942373495949
2023-10-17,28415.748051443097,28414.931245336036,61.23873324316074
2023-10-18,28328.341803147752,28313.718057195405,56.444949131125774
2023-10-19,28719.80660467828,28636.44071140591,65.85643535760428
2023-10-20,29682.94907039151,29255.849640421067,69.10589842319116
2023-10-21,29918.41219641762,29530.3509757454,70.4905804316843
2023-10-22,29993.89651036979,29424.178322139047,71.4504850379811
2023-10-23,33086.23411963592,33021.95620188746,86.48958431215371
2023-10-24,33901.527129288865,34530.417789954314,89.88042710063904
2023-10-25,34502.82019604801,34926.04805094147,96.2611002083523
2023-10-26,34156.64838134065,34787.8853793606,93.65291527054134
2023-10-27,33909.80089990462,34511.15259548712,90.8923305871656
2023-10-28,34089.574046381706,34966.88746797914,91.08537317697926
2023-10-29,34538.480733690165,35195.75248253753,91.23578598031553
2023-10-30,34502.363009667984,35275.70739232238,89.24023980366078
2023-10-31,34667.78097758048,35312.447529408564,90.67622895624643
2023-11-01,35437.25408126306,35718.92175387329,92.48090412241964
2023-11-02,34938.242253987,35804.22728405134,86.68809412790422
2023-11-03,34732.32420555984,35537.49456392546,82.71376674215993
2023-11-04,35082.19555824133,35785.78822300401,82.96628309088092
2023-11-05,35049.355718433464,35725.01678265988,82.45142414732136
2023-11-06,35037.37115784718,35553.504378171136,70.71746355994009
2023-11-07,35443.5623057709,35573.811270620805,67.93140748986393
2023-11-08,35655.27750118523,35522.987187304294,64.73640403799439
2023-11-09,36693.12552425771,36674.03266299852,77.55893091439773
2023-11-10,37313.9692308664,36630.444797787655,84.2064854787773
2023-11-11,37138.0507814717,36392.63326167088,80.65610419257635
2023-11-12,37054.51951346277,36304.97251098328,77.30859435900012
2023-11-13,36502.35562403615,36490.590773484815,69.5207782511758
2023-11-14,35537.64083987865,36048.60169512079,57.344275021126215
2023-11-15,37880.58186809084,36461.789808174086,66.29864992323449
2023-11-16,36154.76961104445,36230.368221591634,56.973666706980985
2023-11-17,36596.684070906034,36152.7744544197,60.40577814790793
2023-11-18,36585.70330684066,36033.68332452588,58.72165141544794
2023-11-19,37386.54697648545,36210.66242263383,62.44855206273992
2023-11-20,37476.95735976691,36257.10829493021,62.886278002739616
2023-11-21,35813.81220835282,36227.17087798312,51.726464366792
2023-11-22,37432.340232990646,36405.35690075753,57.32531737933947
2023-11-23,37289.621095078255,36115.1270510975,52.65475972958889
2023-11-24,37720.28118969884,36286.6951233579,51.83946964334806
2023-11-25,37796.79358079574,36466.12182678795,53.00936374330451
2023-11-26,37479.12129633766,36385.51607784293,51.89910102639089
2023-11-27,37254.16783105399,36131.332294754335,53.46399755977915
2023-11-28,37831.08611255983,36844.04322207308,60.95873285720153
2023-11-29,37858.492422527335,36654.43642295304,49.864454351849936
2023-11-30,37712.7459053731,37169.14300857559,61.859624333220985
2023-12-01,38688.74999518146,37655.54786220136,64.727684464729
2023-12-02,39476.33170654343,38120.69828683854,68.34365484117941
2023-12-03,39978.39104821278,37989.87191691023,67.09588996748849
2023-12-04,41980.09751929571,39901.35395875746,73.72169227403822
2023-12-05,44080.648633277146,41349.47168234337,91.62968574276064
2023-12-06,43746.44538947698,41319.10787395377,86.52013288201505
2023-12-07,43292.664218886144,41504.98137911048,83.51500685514603
2023-12-08,44166.60204156368,42215.63141445708,84.29247261143256
2023-12-09,43725.98452233974,42363.23273438624,80.36519738953565
2023-12-10,43779.69918431029,42366.4792314527,83.16380167360771
2023-12-11,41243.83201804016,41983.02303835962,66.89090762159583
2023-12-12,41450.223242526445,41138.96578043684,65.81850514893641
2023-12-13,42890.74172307024,41602.60962197714,69.57665699532414
2023-12-14,43023.97246696605,41685.0654360144,70.68208240953933
2023-12-15,41929.75727182439,41566.32963232267,62.5054561239353
2023-12-16,42240.11694304337,41374.237918629326,61.07183500138978
2023-12-17,41364.66424632424,41263.595261400624,55.39215232860524
2023-12-18,42623.53878793692,40619.314238501815,52.65627704509688
2023-12-19,42270.52694383924,40300.08444085789,41.26741422827455
2023-12-20,43652.24959772255,41354.88211598059,49.58728613114502
2023-12-21,43869.15255568745,41667.18305268368,52.5794078803942
2023-12-22,43997.902636174855,42854.16799708871,49.19124976361815
2023-12-23,43739.54258579097,43106.69596007554,50.06615647923438
2023-12-24,43016.11738905842,43031.30995303929,46.5028109800254
2023-12-25,43613.14002707874,43919.68112604588,63.194729825842
2023-12-26,42520.40180451712,43381.05990260173,55.42435131084064
2023-12-27,43442.85586682857,43527.72908346074,52.953576934096645
2023-12-28,42627.85600129236,43254.37545176917,48.025001113849
2023-12-29,42099.40184491079,43067.60889342453,50.89640162208248
2023-12-30,42156.90191535431,43016.40520328212,49.548219875589226
2023-12-31,42265.18757544245,43233.23354274458,55.33327437765415
2024-01-01,44167.33164469864,43185.17567391136,58.49566382911952
2024-01-02,44957.96916139862,44639.354078084325,64.10968244338338
2024-01-03,42848.17601290072,42559.57888713933,46.07824735293929
2024-01-04,44179.92203645951,42720.983445599166,51.36706474136969
2024-01-05,44162.691084499296,43094.86359754582,50.732084340308354
2024-01-06,43989.1947753822,42923.96709180737,51.11751992701188
2024-01-07,43943.09712276388,42748.32224358828,54.41730689022209
2024-01-08,46970.5047907007,45042.623260206165,62.98989520273757
2024-01-09,46139.73081063287,45171.04644058764,64.29319833879362
2024-01-10,46627.77845573299,45063.9428323318,63.02455037125827
2024-01-11,46368.58575761553,45377.623619119695,66.0260228244149
2024-01-12,42853.16834604015,43350.86428194778,52.5712162607595
2024-01-13,42842.38301138592,42945.79241156066,52.34576045923924
2024-01-14,41796.2695086424,41378.32061669138,48.49211635761159
2024-01-15,42511.96872932075,41883.96993742256,44.23717718701935
2024-01-16,43154.945705057886,41912.721749275326,43.65792383055452
2024-01-17,42742.65242182353,42521.897727827934,49.57848847160669
2024-01-18,41262.0590677869,40939.8622963555,38.48162226210868
2024-01-19,41618.406240501565,40920.686525649166,40.21822899357935
2024-01-20,41665.5864536156,40941.19476961336,40.97902187711121
2024-01-21,41545.7846713176,40548.54747209277,40.74584280975887
2024-01-22,39507.36708145499,38545.60683466791,18.80907949685701
2024-01-23,39845.55116313928,39452.42535966655,22.56492862155289
2024-01-24,40077.07460989968,39134.735308898365,20.793662268283853
2024-01-25,39933.80826963605,39754.2157473117,21.010853848875968
2024-01-26,41816.87132183981,40418.83801085972,44.526355395030514
2024-01-27,42120.05458819716,41430.84730472626,46.29903314913589
2024-01-28,42035.59354995943,41391.62995180115,51.36026272446589
2024-01-29,43288.24632977344,42247.20096309245,54.15835760952034
2024-01-30,42952.60993695816,42029.13490402603,48.87922434327527
2024-01-31,42582.60520945569,41790.59850245698,49.10929853929162
2024-02-01,43075.773105127984,42421.73600914034,61.34013107901596
2024-02-02,43185.85908464006,42348.91664170387,60.11178608465219
2024-02-03,42992.250128063766,41924.46528025453,58.399740054978736
2024-02-04,42583.58235651145,41775.8607560148,56.33891225298539
2024-02-05,42658.6675206966,43092.05296728725,75.32145699207102
2024-02-06,43084.67165764909,43341.579608287066,75.66490171534177
2024-02-07,44318.2232852592,43794.27703396153,78.9995538423405
2024-02-08,45301.56604556147,45191.39123449887,82.9208680079067
2024-02-09,47147.19903563664,46844.0963098851,82.84209289762421
2024-02-10,47771.27739510508,46223.867317606026,83.49475894941628
2024-02-11,48293.91723039971,47043.9341347841,85.26150113900357
2024-02-12,49958.22252186363,50122.23162138482,85.9148783597033
2024-02-13,49742.44239469736,50115.41409598732,87.03831390353865
2024-02-14,51826.69588020941,51568.95883509987,92.48122131350593
2024-02-15,51938.55493746994,51713.51264063575,92.20814750789056
2024-02-16,52160.202684653465,51641.97600078884,92.29007399122366
2024-02-17,51662.99709890472,51356.018948709,89.72283060929482
2024-02-18,52122.54758259689,51635.85491474743,93.49756403169138
2024-02-19,51779.14375900384,52411.171950033786,90.5958653366269
2024-02-20,52284.87480476151,52316.90864630095,90.66213959720358
2024-02-21,51839.17967410965,51929.8376013119,85.72857396807206
2024-02-22,51304.97278651617,51761.61196419253,79.79064553274817
2024-02-23,50731.95006460596,51348.90294930173,70.36007066828743
2024-02-24,51571.10263651917,51021.72568893764,71.06693070443437
2024-02-25,51733.23798253465,51034.69272647272,69.86220172843855
2024-02-26,54522.40180080882,52719.185283898274,73.32754283773158
2024-02-27,57085.372065354,56069.70528044723,80.26764072326759
2024-02-28,62504.78834896052,59999.04692252459,84.52305343127233
2024-02-29,61198.38182129373,60656.72018998032,77.79108246360886
2024-03-01,62440.633018751774,62436.58466888925,79.07309919920138
2024-03-02,62029.84750303498,61920.094345732185,79.4615094462221
2024-03-03,63167.37222452919,63146.20662709113,80.2235846399771
2024-03-04,68330.41354680086,66055.35936612973,85.83843997342052
2024-03-05,63801.19836614173,65296.03437877895,71.23608542646474
2024-03-06,66106.80586251024,66911.48705513765,74.62066424625901
2024-03-07,66925.48216981746,67256.97309027497,76.69317727274614
2024-03-08,68300.09237755551,67452.69623775371,79.22086692568793
2024-03-09,68498.88080573766,67414.0320092832,78.7685920193766
2024-03-10,69019.78901800742,67607.57582272244,79.02437934586608
2024-03-11,72123.9045064523,67965.30402994256,79.24390042219434
2024-03-12,71481.2899634413,67956.00869649579,75.5482643323243
2024-03-13,73083.49844782728,68554.01321925456,71.71617222270926
2024-03-14,71396.59440991019,68440.04826203629,70.61305898354716
2024-03-15,69403.77346272096,68159.88065820922,63.65973711059257
2024-03-16,65315.117764672745,68155.60253073601,55.63207740835536
2024-03-17,68390.62475616636,68160.99875132515,58.39651982055437
2024-03-18,67548.59167317484,68142.33701919118,48.54043631502231
2024-03-19,61912.7722571277,65276.62883046192,46.61442319487576
2024-03-20,67913.67276393696,66579.29969532404,52.86036376078344
2024-03-21,65491.39035584887,67304.51573611514,47.83945043938816
2024-03-22,63778.760700900166,66150.79287748813,43.2570150012835
2024-03-23,64062.20204346918,66858.04599434271,43.39992810118003
2024-03-24,67234.17062346592,67239.63790929547,47.53788839705289
2024-03-25,69958.81194112252,68168.44165083834,46.98307260948943
2024-03-26,69987.83498530956,68330.88257738763,47.88275802467654
2024-03-27,69455.34313885152,68189.44853590614,44.69554114689254
2024-03-28,70744.95458136601,68405.99853651029,49.03608637905219
2024-03-29,69892.830234235,68406.63338599137,50.74868012277187
2024-03-30,69645.30526417366,68571.25838426285,57.51247169842214
2024-03-31,71333.6495576299,68528.69978061739,55.36405397212421
2024-04-01,69702.14798114331,68613.54220231203,53.81534255567748
2024-04-02,65446.97221174577,68510.3981123682,56.58342356653971
2024-04-03,65980.81192893042,68136.8034058039,45.47860545501652
2024-04-04,68508.84415244438,68412.49389948457,57.02375456437071
2024-04-05,67837.64243205424,68298.6142205548,59.92929018937238
2024-04-06,68896.10707358255,68458.27412736235,61.39322807995763
2024-04-07,69362.55562327805,68373.12375629255,55.74976852699311
2024-04-08,71631.36080047503,68564.72038214433,54.63243030055245
2024-04-09,69139.01754069938,68379.0458596608,47.93131169575784
2024-04-10,70587.88144930969,68346.54535637594,52.64213358678777
2024-04-11,70060.6105291811,68318.20927617961,48.34459237780374
2024-04-12,67195.86645888019,67565.23041479822,44.05499070045548
2024-04-13,63821.47327923321,65010.44923479064,38.71762920051065
2024-04-14,65738.72581860244,64895.664658466194,39.2563792786237
2024-04-15,63426.21078086522,65080.95305981013,38.25582346013945
2024-04-16,63811.86288988724,64674.89338258117,46.42205443905983
2024-04-17,61276.69097855255,63692.95416077717,40.53541257454685
2024-04-18,63512.75403064722,63573.3845249312,39.82847567975496
2024-04-19,63843.569831320754,63269.1873944772,41.75419879274264
2024-04-20,64994.440604965625,64646.1190667356,41.97557999466501
2024-04-21,64926.6443656061,64545.83653713929,40.724730067244245
2024-04-22,66837.67869643868,65041.32234406991,39.8244088462133
2024-04-23,66407.2744366836,65128.91262172742,43.64500059359249
2024-04-24,64276.8972412984,64094.42302347506,35.769640490397904
2024-04-25,64481.707264185374,63758.14941233737,37.23474449314083
2024-04-26,63755.3210157687,64184.46031424432,41.27364831263675
2024-04-27,63419.13978944355,64365.45400622561,48.79363093711782
2024-04-28,63113.229986695456,63886.92436565893,41.28552142747587
2024-04-29,63841.12044936766,64080.29051599711,51.539057104135935
2024-04-30,60636.85508644192,61971.23289273755,40.25950313365893
2024-05-01,58254.01151794491,60103.88710287309,40.63933635121561
2024-05-02,59123.43314459384,59798.70453441862,35.15015239960725
2024-05-03,62889.83640343898,61623.15060748359,47.38194985166235
2024-05-04,63891.47254104572,63537.29759584654,46.9472827263692
2024-05-05,64031.13232035808,63839.67545614581,47.53128768717163
2024-05-06,63161.94994668524,63361.21688081954,39.24933984030334
2024-05-07,62334.816875768185,63189.45219472732,38.3591519635701
2024-05-08,61187.94233747621,62781.22976534828,40.64439913418207
2024-05-09,63049.96060315061,62927.81366791879,46.05922824739674
2024-05-10,60792.77696160345,62509.70132591481,42.47955944733503
2024-05-11,60793.71028509429,62440.58564192483,43.21992413001704
2024-05-12,61448.39407476973,62707.11819495687,45.77670019554612
2024-05-13,62901.44846372341,63042.28555718537,47.70086066133936
2024-05-14,61552.78891294495,63720.0086978046,52.46487839943349
2024-05-15,66267.49147762118,65545.96609164916,69.16041668779732
2024-05-16,65231.582943401794,65854.17130166278,64.48936592251303
2024-05-17,67051.87406874364,66971.83091961859,60.87720675661903
2024-05-18,66940.80383565175,67151.65440397432,58.35828980149905
2024-05-19,66278.36682824661,67372.58676107095,55.98810904241464
2024-05-20,71448.19724981961,68589.68796994479,67.96298136764345
2024-05-21,70136.53189436183,68488.10257760747,66.56463114997256
2024-05-22,69122.33615993174,68665.45299159661,66.94178929632538
2024-05-23,67929.5629516946,68356.41394942875,60.72562933877787
2024-05-24,68526.10353050075,68429.11369037718,68.33693132009589
2024-05-25,69265.94479777005,68550.85318489726,69.4088881506344
2024-05-26,68518.09210906421,68185.16093306754,66.1270040485429
2024-05-27,69394.55393219729,68497.33632117922,65.21187197572314
2024-05-28,68296.21695311133,68253.03771303289,65.9858233486067
2024-05-29,67578.09322331403,68137.12556822713,53.83321571835301
2024-05-30,68364.99389278865,68128.07659428047,59.299986307985805
2024-05-31,67491.41258073387,67646.4627222796,51.382233087819614
2024-06-01,67706.939241876,67968.99468476165,52.39355847228314
2024-06-02,67751.60137663786,67757.12551465975,54.78749348201817
2024-06-03,68804.7835019617,68045.26663846179,38.27195962246324
2024-06-04,70567.76524858848,68508.69728428085,51.83958764853999
2024-06-05,71082.82242273043,68607.39742785715,58.73515063814738
2024-06-06,70757.16358966996,68597.68991601595,63.65371746825953
2024-06-07,69342.58629072037,68385.82074591405,53.653914488128784
2024-06-08,69305.77449618344,68391.6433579457,50.19020644797857
2024-06-09,69647.99153026148,68434.40094426434,55.6135260264778
2024-06-10,69512.28060947506,68638.27290597778,50.63135501201222
2024-06-11,67332.03219720529,68148.57180961725,45.366814610154265
2024-06-12,68241.18876861372,68330.35669460853,53.12890276052627
2024-06-13,66756.39901213037,67742.59030415276,42.87864563306389
2024-06-14,66011.09282787287,67412.43067253243,43.37123488909241
2024-06-15,66190.99922167574,67499.66088630515,43.19002106122228
2024-06-16,66639.04661178547,67218.0009124293,45.17691778104737
2024-06-17,66490.29758822353,66725.31033828849,39.11263225560254
2024-06-18,65140.74498425715,64319.07683032831,23.43806990540412
2024-06-19,64960.29612578574,64622.193769127945,19.01926933866736
2024-06-20,64828.65724327532,63443.79942786887,19.400189176103822
2024-06-21,64096.199654485536,63685.58232650439,20.869730207065786
2024-06-22,64252.5787160271,63978.42796922216,22.31007365301485
2024-06-23,63180.79644844431,62783.93498216689,17.185495820303274
2024-06-24,60277.4142069277,59429.59878220744,13.417123046770088
2024-06-25,61804.641756147816,61107.89918835116,26.909208645309903
2024-06-26,60811.27761252581,61022.02868951179,19.178240135391007
2024-06-27,61604.80156240746,61378.87331890938,27.32923035456045
2024-06-28,60320.13626062614,61027.59072899523,26.090668046390974
2024-06-29,60887.37900964896,60702.39145115613,28.420313238510616
2024-06-30,62678.29413344301,62411.33045128576,35.471866809008375
2024-07-01,62851.97994986789,63021.520293935,36.67894459961214
2024-07-02,62029.01603972208,63209.068569924246,38.15001023749564
2024-07-03,60173.921897305816,61912.71303609402,33.83453319478275
2024-07-04,56977.70348843683,59151.07041659271,28.031793341934275
2024-07-05,56662.3751724919,57191.00817639519,28.70180397064142
2024-07-06,58303.53925283412,59664.234886498176,34.29218233508874
2024-07-07,55849.10929882191,58763.43795620435,31.95872300760924
2024-07-08,56705.09722619034,58403.78624981022,40.22451351395487
2024-07-09,58009.22729732237,58944.26109160863,39.48563706864565
2024-07-10,57742.49576161716,59195.36064326305,41.14199483128997
2024-07-11,57344.914167570176,58593.98289042573,37.41624646791082
2024-07-12,57899.4646646542,59408.38343910108,42.52695607659497
2024-07-13,59231.95213555469,60201.1493597516,45.11998264563873
2024-07-14,60787.79291940875,61483.09996934893,44.34868493763979
2024-07-15,64870.15223715585,64477.756036818086,54.89019817874089
2024-07-16,65097.14882810156,64891.19939252656,57.65544277623564
2024-07-17,64118.793663256016,66630.26768575239,60.29338832212344
2024-07-18,63974.066932301794,66881.45014685397,71.71344895018291
2024-07-19,66710.15449134851,67779.397361007,77.11010811599772
2024-07-20,67163.650216557,68081.09773268095,75.54264610142705
2024-07-21,68154.52233908165,68207.17220686658,88.74451101160359
2024-07-22,67585.25186186554,68341.98770562373,84.8868458109767
