Date,Price,Volume,RSI,EMA,MACD,MACD_Signal,ATR,BollingerMiddle,BollingerUpper,BollingerLower,STD,UpCandle,DownCandle,Dominance,DXY,FearGreed,HashRate
2019-06-21,10144.5566,20624008643,80.57860226537858,8947.999155227062,490.943194857191,357.07045923091107,368.6060499999999,8508.550505000001,9914.72800694874,7102.373003051263,730.1056465459918,0.0001,0.0001,46.81508982649248,96.22000122070312,84,56077212.44742405
2019-06-22,10701.6914,29995204861,85.20644054236676,9181.824787863454,587.357327477419,403.1278328802127,426.5367785714285,8606.487174999998,10320.5424052213,6892.4319447786975,869.6883923633583,0.4338281869980356,0.0655887949325463,48.995623242645536,96.14000193277997,83,59115879.1317672
2019-06-23,10855.3711,20998326502,91.78814493163578,9404.964296148326,668.461284060475,456.1945231162652,447.7720928571428,8738.805975,10712.567758202696,6765.044191797303,939.9265908800068,0.566298209633869,0.203747474091687,53.461798750055074,96.06000264485677,84,62154545.81611035
2019-06-24,11011.1025,19271652365,91.43437012213172,9619.116056661884,736.8094952402425,512.3175175410606,448.5070999999999,8903.97255,11058.988359826428,6748.956740173572,1005.219881077098,0.1203024224710886,0.5342109053353367,53.938549124826615,95.9800033569336,80,65193212.5004535
2019-06-25,11790.917,24879684533,94.50302325910374,9908.689515773633,844.1693986404589,578.6878937609404,486.37314285714274,9102.30683,11549.273587857311,6655.340072142686,1112.5101593552836,0.0001,0.0001,54.343784800100096,96.16000366210938,87,64968206.2687921
2019-06-26,13016.2314,45105733173,95.5383373810409,10323.028433670484,1016.408997046432,666.2321144180387,608.2733642857141,9362.01723,12291.7921461949,6432.242313805102,1353.2171412216017,0.3823122697942404,0.0112614506326544,56.59472710914935,96.20999908447266,95,64743200.0371307
2019-06-27,11182.8066,39977475223,70.79988308761438,10437.66552251442,993.5154334380476,731.6887782220406,793.6151928571427,9518.96,12487.47425684874,6550.445743151262,1291.1449269708862,0.1042884170919508,0.245080715300153,63.62021677754517,96.19000244140624,92,64518193.8054693
2019-06-28,12407.332,35087757766,73.6301983618716,10700.287719512497,1061.9397054435794,797.7389636663485,865.2892,9741.620205,12879.16222698484,6604.078183015163,1344.0931155398875,0.0247228731131668,0.1618058304425148,60.17667115952519,96.12999725341795,62,64293187.5738079
2019-06-29,11959.3711,29923961128,69.12153124972467,10868.165503577497,1067.7118159271904,851.7335341185169,912.3049642857142,9955.184904999998,13085.646089793932,6824.723720206064,1316.7424597306283,0.0001641399018731,0.5052956686224901,59.21941331055943,96.36666361490884,74,63800141.656830855
2019-06-30,10817.1553,27256473494,59.96314155768872,10861.364143100496,968.9495387741554,875.1767350496447,973.5952785714284,10096.02619,13107.366080176278,7084.686299823723,1226.1908112411163,0.1786262618939731,0.0131555958314459,60.13384022442489,96.60332997639972,78,63307095.7398538
2019-07-01,10583.1348,29378589324,56.97268683862837,10824.266897353762,861.8612243234948,872.5136329044147,1022.8553928571428,10228.79721,13066.770304028423,7390.824115971576,1153.916656156433,0.3665738390958931,0.4420456976614071,58.34582852502187,96.83999633789062,65,62814049.82287675
2019-07-02,10801.6777,31015895223,59.51790112382085,10821.25500437326,785.5719645764148,855.1252992388147,1082.2004714285715,10361.588225,13032.831512191397,7690.344937808602,1032.662745933727,0.0941075123922371,0.7245134286811837,53.94818339831722,96.7300033569336,63,62321003.9058997
2019-07-03,11961.2695,30796494294,63.434720331676765,10973.256937123491,809.3518395372321,845.9706072984982,1149.1415285714288,10548.10551,13111.708798939177,7984.502221060822,930.787743022638,0.0059209238470893,0.0001,51.66174223103515,96.7699966430664,79,64293187.573807925
2019-07-04,11215.4375,25920294033,58.04310382209259,11005.54767884036,759.2628431157973,828.629054461958,1183.2537,10674.185735,13098.03107661596,8250.340393384042,797.6267973332833,0.0397333717368737,0.0582106689184683,56.27409060109909,97.0099983215332,76,66265371.24171616
2019-07-05,10978.46,23838480210,54.12220790388199,11001.935988328314,692.4625713540936,801.3957578403852,1176.19755,10781.189985,13047.639014862743,8514.740955137258,731.6907480996572,0.3698098104403634,0.1987630793612312,58.38618674993759,97.25,67,68237554.90962438
2019-07-06,11208.5508,21092024306,52.58926121566342,11029.48462988454,650.5896863971575,771.2345435517398,1147.0685714285714,10891.89311,13001.769082453942,8782.01713754606,707.8420044538041,0.6459907562550026,0.0001,55.6006399109539,97.29333241780598,72,70209738.5775326
2019-07-07,11450.8467,19369044277,53.014657678909465,11085.666239233266,629.6976154320691,742.9271579278056,1125.8376142857142,10998.41782,12985.784651870532,9011.05098812947,689.3753275606377,0.2310841173742173,0.1751751586113983,56.72143359232919,97.33666483561196,67,67188567.91649428
2019-07-08,12285.958,23482551458,56.03869599212975,11245.70514066883,672.7717078049209,728.8960679032288,1161.3369142857143,11158.627584999998,13007.187615262868,9310.06755473713,709.9757226957422,0.0628635983281169,0.055879255694996,56.41981506436208,97.37999725341795,74,64167397.25545596
2019-07-09,12573.8125,28167921523,53.88967749971346,11422.786121912986,721.815054161947,727.4798651549725,1144.3480000000002,11323.642134999998,13048.757218194614,9598.527051805382,759.7464877361632,0.3761321603802794,0.0935469812323488,58.54625088905252,97.48999786376952,84,61146226.59441762
2019-07-10,12156.5127,33627574244,45.35575579181701,11520.61633232459,718.7246428557755,725.7288206951331,1099.895085714286,11455.10976,12994.539322536975,9915.680197463023,665.6492566007082,0.3933536958986595,0.3140770143726962,62.315977983359865,97.0999984741211,83,58125055.9333793
2019-07-11,11358.6621,28595327690,51.069658574080286,11499.02243468131,644.4665845064301,709.4763734573926,969.7735,11515.815035,12928.15210549048,10103.47796450952,659.9931606468069,0.0049803180500833,0.2026368872236088,63.18493028915406,97.0500030517578,62,59927383.249143004
2019-07-12,11815.9863,23534692797,46.032817661848426,11541.28428339047,615.4245480845038,690.6660083828149,912.3208642857144,11571.52978,12935.73603406907,10207.323525930931,618.8295614241647,0.1232214320841346,0.2411468799580587,57.77735758638429,96.80999755859376,33,61729710.5649067
2019-07-13,11392.3789,21042616384,46.18372873005264,11521.43023227174,551.8653873769053,662.9058841816329,914.7868928571432,11598.38017,12923.825219888244,10272.935120111755,605.7075591497736,0.0308845151597118,0.5183835711091053,57.77475661816547,96.84999847412112,65,63532037.8806704
2019-07-14,10256.0586,22486000001,46.22041018793719,11352.71401463551,405.1326262826133,611.351232601829,903.1621000000004,11560.627975,12995.03592749492,10126.220022505078,667.7177918938161,0.0576869887662449,0.0176573297390276,57.10904326464199,96.88999938964844,61,65334365.1964341
2019-07-15,10895.0898,25384047207,51.99262744134947,11291.69745268411,336.5310131599308,556.3871887134494,899.1360142857149,11515.836615,12975.687511214155,10055.985718785843,641.9425652962806,0.148645150391258,0.2506053679636059,54.54905622472674,96.93000030517578,16,62630874.22278855
2019-07-16,9477.6416,24151199070,42.66594901278555,11049.823338992896,165.87540842666203,478.284832656092,925.8662071428575,11338.907125000002,12888.100840981557,9789.713409018448,818.6019888054333,0.064564285116482,0.0190731007233717,52.05812668954502,97.4000015258789,34,59927383.249143004
2019-07-17,9693.8027,24569921549,35.9742091404142,10869.020587127176,47.52417727180182,392.132701579234,899.6947500000003,11264.45693,12979.47726870481,9549.43659129519,909.545340863581,0.3366651249999995,0.385098875000001,51.83292809958868,97.22000122070312,19,57223892.27549745
2019-07-18,10666.4824,25187024648,46.69704192602875,10842.01549551022,31.849950272731803,320.0761513179336,936.876042857143,11177.41445,12823.5283660378,9531.3005339622,920.4607240398824,0.0517339144910014,0.2365394796050709,47.77497635730347,96.79000091552734,40,54520401.3018519
2019-07-19,10530.7324,20727426310,47.27288862900599,10800.511082775523,8.377550768927904,257.73643120813244,934.4942785714288,11105.982515,12733.10289105214,9478.86213894786,934.83944997476,0.1293201869040755,0.6178362808288741,50.09010119097048,97.1500015258789,42,58688283.21955545
2019-07-20,10767.1396,20206615155,47.31342907865225,10796.061551738789,8.750717530689144,207.9392884726438,931.271485714286,11103.48173,12732.623686509814,9474.339773490185,939.270481552435,0.4712575141989499,0.1247818620365346,52.217099434688286,97.1866683959961,34,62856165.137259
2019-07-21,10599.1055,17130580467,44.76873973176068,10769.800744840284,-4.461068254606289,165.4592171271938,935.519535714286,11104.280265,12732.3636324732,9476.1968975268,941.9848428148556,0.1422951432947256,0.4632133810285971,53.232296958817706,97.2233352661133,42,67024047.05496255
2019-07-22,10343.1064,16334414913,37.153455685505484,10712.908165528246,-35.1829247159676,125.33078875856152,902.9774,11081.3517,12740.007868355257,9422.695531644747,884.6483169130759,0.1103767571780948,0.378740597875781,52.88011382031279,97.26000213623048,42,71191928.9726661
2019-07-23,9900.7676,17851916995,32.67912320693219,10604.622756791146,-94.13809630573996,81.43701174570123,897.0690571428573,10978.326605,12662.629142602636,9294.024067397366,776.1948450415938,0.0001,0.0370782201055235,52.33880535216515,97.70999908447266,40,71989174.57726915
2019-07-24,9811.9258,17398734322,34.13202239255816,10498.929829218992,-146.34234189538438,35.88114101748411,816.7790214285714,10908.15102,12666.19619264907,9150.105847350933,686.3910781740731,0.0715351235677363,0.6710550398434222,50.51247376114563,97.7300033569336,20,72786420.18187219
2019-07-25,9911.8418,15821952090,39.18646657296564,10420.651425323123,-177.6048779910234,-6.816062784217387,772.6866714285716,10854.82011,12667.740895453517,9041.899324546486,661.5258424732217,0.6374285459597487,0.0924007006104961,48.66732395202858,97.81999969482422,42,73583665.78647524
2019-07-26,9870.3037,14495714483,34.49426233963169,10347.271728613376,-203.38791136520376,-46.13043250041466,734.9861285714285,10787.907755,12644.125773248994,8931.689736751006,542.2602613800481,0.0170780798568658,0.7672256607392584,50.143125144269966,98.01000213623048,24,74380911.3910783
2019-07-27,9477.6777,16817809536,34.66544043659394,10231.325858131591,-252.59107527528613,-87.42256105538897,722.2947928571424,10689.249305,12605.873820330758,8772.624789669244,482.0458430949256,0.3918440992496932,0.0875314964776334,48.992118765139175,98.02000172932944,47,71692444.71429232
2019-07-28,9552.8604,13738687093,43.21493205072835,10140.86379704738,-282.2645515549775,-126.39095915530667,658.4819428571427,10552.594425,12377.41137286684,8727.777477133159,506.9522259211748,0.0701767683017408,0.7403915878829876,48.79925699946146,98.0300013224284,16,69003978.03750634
2019-07-29,9519.1455,13791445323,34.96773843382883,10057.968024107731,-304.9858192777556,-162.1099311797965,597.6205428571424,10399.861075,12011.231194372902,8788.4909556271,474.77592264634166,0.6395283761108044,0.2213572387568386,47.66238449484079,98.04000091552734,19,66315511.36072037
2019-07-30,9607.4238,13829811132,51.998206110003615,9997.895460893367,-312.26961684656635,-192.1418683131505,505.89893571428536,10272.40663,11690.387335445625,8854.425924554374,464.7696839547386,0.3567604895018922,0.3214278285737442,47.9707414199422,98.0500030517578,22,63627044.6839344
2019-07-31,10085.6279,16631520648,55.58233358335868,10009.59311944092,-276.27033212872266,-208.96756107626493,483.5796642857139,10208.75492,11532.5917384528,8884.918101547202,455.4479578330763,0.0001,0.0122107307403739,47.88887686477418,98.5199966430664,31,67099647.47478295
2019-08-01,10399.6689,17165337858,45.320493332549,10061.603223515463,-219.86568077281845,-211.14718501557564,423.9265499999996,10137.93905,11231.223942712537,9044.654157287465,432.491051663904,0.090018982648899,0.2960997934084246,49.35605648923828,98.38999938964844,57,70572250.2656315
2019-08-02,10518.1748,17489094082,49.77841833861043,10122.479433713404,-163.71494844813242,-201.660737702087,409.61139285714256,10094.228845,11035.70468161266,9152.753008387344,431.3774457581622,0.4871352627070364,0.1081388613763046,50.49517338212166,98.0999984741211,61,74044853.05648005
2019-08-03,10821.7266,15352685061,50.94090450247633,10215.712389218284,-93.64155362453856,-180.05690088657732,398.60357857142833,10122.512245000002,11116.955190521354,9128.06929947865,438.7743932268859,0.2821143381678642,0.0355836754638135,52.450054862934905,97.8999989827474,61,77517455.8473286
2019-08-04,10970.1846,16530894787,56.43967011621736,10316.30868398918,-25.8308020832701,-149.21168112591587,394.0779071428569,10126.266985,11133.47731143882,9119.05665856118,484.6142814527673,0.1003330430487639,0.5177157149883751,54.03573832317784,97.6999994913737,62,77124410.46035425
