Date,Portfolio_Value,BTC_Balance,USDT_Balance
2023-07-05,1113.3065235299696,0.003577629390222748,1003.1957413566103
2023-07-06,1112.3641185414624,0.003577629390222748,1003.1957413566103
2023-07-07,1110.200267159678,0.003577629390222748,1003.1957413566103
2023-07-08,1111.749122967911,0.003577629390222748,1003.1957413566103
2023-07-09,1111.5712266171624,0.003577629390222748,1003.1957413566103
2023-07-10,1111.1372365999732,0.003577629390222748,1003.1957413566103
2023-07-11,1112.0074455163315,0.003577629390222748,1003.1957413566103
2023-07-12,1112.7461567520127,0.003577629390222748,1003.1957413566103
2023-07-13,1111.9257894080235,0.003577629390222748,1003.1957413566103
2023-07-14,1115.8053788395007,0.003577629390222748,1003.1957413566103
2023-07-15,1111.719795796463,0.003577629390222748,1003.1957413566103
2023-07-16,1111.5829091791743,0.003577629390222748,1003.1957413566103
2023-07-17,1111.4159284177408,0.003577629390222748,1003.1957413566103
2023-07-18,1111.046559028291,0.003577629390222748,1003.1957413566103
2023-07-19,1110.0114573383235,0.003577629390222748,1003.1957413566103
2023-07-20,1110.2166744429967,0.003577629390222748,1003.1957413566103
2023-07-21,1109.7805318173555,0.003577629390222748,1003.1957413566103
2023-07-22,1110.1981431537993,0.003577629390222748,1003.1957413566103
2023-07-23,1109.7082181568512,0.003577629390222748,1003.1957413566103
2023-07-24,1110.8270724177873,0.003577629390222748,1003.1957413566103
2023-07-25,1107.579933544833,0.003577629390222748,1003.1957413566103
2023-07-26,1107.7605132406647,0.003577629390222748,1003.1957413566103
2023-07-27,1108.216954158898,0.003577629390222748,1003.1957413566103
2023-07-28,1107.7007624658058,0.013513616370301573,712.958711235058
2023-07-29,1109.1677546629026,0.013513616370301573,712.958711235058
2023-07-30,1109.6768393492237,0.013513616370301573,712.958711235058
2023-07-31,1108.5739992596423,0.013513616370301573,712.958711235058
2023-08-01,1107.9632216810583,0.013513616370301573,712.958711235058
2023-08-02,1113.985174331886,0.013513616370301573,712.958711235058
2023-08-03,1106.907102540956,0.013513616370301573,712.958711235058
2023-08-04,1107.2681935379583,0.013513616370301573,712.958711235058
2023-08-05,1105.8548347980682,0.013513616370301573,712.958711235058
2023-08-06,1105.4228740908716,0.013513616370301573,712.958711235058
2023-08-07,1105.4192047597076,0.013513616370301573,712.958711235058
2023-08-08,1107.2938508459456,0.013513616370301573,712.958711235058
2023-08-09,1115.198154378166,0.013513616370301573,712.958711235058
2023-08-10,1112.4414022805063,0.013513616370301573,712.958711235058
2023-08-11,1110.6589236308757,0.013513616370301573,712.958711235058
2023-08-12,1110.2281513548198,0.013513616370301573,712.958711235058
2023-08-13,1110.474772824437,0.013513616370301573,712.958711235058
2023-08-14,1108.6767805467546,0.013513616370301573,712.958711235058
2023-08-15,1110.3731319510453,0.013513616370301573,712.958711235058
2023-08-16,1107.1556006913975,0.013513616370301573,712.958711235058
2023-08-17,1100.8235455412323,0.013513616370301573,712.958711235058
2023-08-18,1073.2932214339587,0.014057960591282845,698.4440171019647
2023-08-19,1064.6476570127763,0.019550576874173786,555.3637984338809
2023-08-20,1065.5596624748505,0.02215723020092712,487.3400385797673
2023-08-21,1067.6286805155507,0.02363352052125822,448.67660920166605
2023-08-22,1066.082021994816,0.024074649472037205,437.1524944720926
2023-08-23,1063.855493015058,0.024895607022828874,415.78160974310754
2023-08-24,1073.8133468664091,0.02681128177493244,365.14718320616737
2023-08-25,1066.593937304359,0.02767855072427744,342.45736947197366
2023-08-26,1063.4190691972153,0.02855983797553736,319.5018917468615
2023-08-27,1062.2993778484542,0.029112588818126263,305.1256919705443
2023-08-28,1064.6642078150303,0.02925845287031767,301.32014357329757
2023-08-29,1065.145714380958,0.030509261760115713,268.66633858723395
2023-08-30,1114.6086169957432,0.030509261760115713,268.66633858723395
2023-08-31,1101.4857610664676,0.030509261760115713,268.66633858723395
2023-09-01,1059.8164268693126,0.030509261760115713,268.66633858723395
2023-09-02,1055.8273981253558,0.030509261760115713,268.66633858723395
2023-09-03,1057.9042919589758,0.030509261760115713,268.66633858723395
2023-09-04,1060.9786377731336,0.030509261760115713,268.66633858723395
2023-09-05,1056.1840946107723,0.030509261760115713,268.66633858723395
2023-09-06,1055.1945699214396,0.030509261760115713,268.66633858723395
2023-09-07,1054.3785670869788,0.030509261760115713,268.66633858723395
2023-09-08,1069.2353259959907,0.030509261760115713,268.66633858723395
2023-09-09,1059.0287274004886,0.030509261760115713,268.66633858723395
2023-09-10,1058.7243487785402,0.030509261760115713,268.66633858723395
2023-09-11,1056.7885020077003,0.030509261760115713,268.66633858723395
2023-09-12,1036.360346853832,0.030509261760115713,268.66633858723395
2023-09-13,1056.8225871013958,0.031103335263609512,253.3194335215913
2023-09-14,1069.107794412747,0.031103335263609512,253.3194335215913
2023-09-15,1078.791805458304,0.031103335263609512,253.3194335215913
2023-09-16,1080.938545258319,0.031103335263609512,253.3194335215913
2023-09-17,1079.6815910970624,0.031103335263609512,253.3194335215913
2023-09-18,1078.6211633324801,0.031103335263609512,253.3194335215913
2023-09-19,1085.4668115967838,0.031103335263609512,253.3194335215913
2023-09-20,1099.6759347122565,0.031103335263609512,253.3194335215913
2023-09-21,1097.2153679464652,0.031103335263609512,253.3194335215913
2023-09-22,1079.6614236658882,0.031103335263609512,253.3194335215913
2023-09-23,1080.032660643302,0.031103335263609512,253.3194335215913
2023-09-24,1080.0271304471612,0.031103335263609512,253.3194335215913
2023-09-25,1069.994301989509,0.031103335263609512,253.3194335215913
2023-09-26,1071.2898895997166,0.031103335263609512,253.3194335215913
2023-09-27,1068.7633503162688,0.031103335263609512,253.3194335215913
2023-09-28,1072.976819056232,0.031103335263609512,253.3194335215913
2023-09-29,1093.7796659860048,0.031103335263609512,253.3194335215913
2023-09-30,1090.3637053568668,0.031103335263609512,253.3194335215913
2023-10-01,1092.1115660848375,0.031103335263609512,253.3194335215913
2023-10-02,1123.707391879395,0.031103335263609512,253.3194335215913
2023-10-03,1109.6186755736003,0.031103335263609512,253.3194335215913
2023-10-04,1106.483250682781,0.031103335263609512,253.3194335215913
2023-10-05,1117.973320270594,0.031103335263609512,253.3194335215913
2023-10-06,1106.0457386654505,0.031103335263609512,253.3194335215913
2023-10-07,1122.551830955182,0.031103335263609512,253.3194335215913
2023-10-08,1123.2436340682982,0.031103335263609512,253.3194335215913
2023-10-09,1122.1938990211852,0.024251182937239688,444.7349244854199
2023-10-10,1113.671739026494,0.024251182937239688,444.7349244854199
2023-10-11,1108.9995488789007,0.024251182937239688,444.7349244854199
2023-10-12,1096.444731091167,0.024251182937239688,444.7349244854199
2023-10-13,1093.6189470669965,0.024251182937239688,444.7349244854199
2023-10-14,1096.179294934681,0.024251182937239688,444.7349244854199
2023-10-15,1096.1630948229097,0.024251182937239688,444.7349244854199
2023-10-16,1103.3886211375498,0.02791447480757553,345.2411909815057
2023-10-17,1141.3471266383376,0.02791447480757553,345.2411909815057
2023-10-18,1138.4518741019274,0.02791447480757553,345.2411909815057
2023-10-19,1136.0119745858624,0.02791447480757553,345.2411909815057
2023-10-20,1146.939508926239,0.02791447480757553,345.2411909815057
2023-10-21,1173.8251250214971,0.02791447480757553,345.2411909815057
2023-10-22,1180.397954521066,0.023246618922042238,484.89602743836474
2023-10-23,1182.1527096021036,0.03153048712276241,236.43054192042075
2023-10-24,1279.6556207703034,0.01209416180774572,879.5053517184692
2023-10-25,1289.51590634977,0.006622714232887017,1064.9957801140233
2023-10-26,1293.498098501132,0.005716305147825721,1096.2694497999576
2023-10-27,1291.5192747746883,0.004772201088332548,1128.5168801954621
2023-10-28,1290.341268955127,0.0038052162935546937,1161.3071420596143
2023-10-29,1291.025344661245,0.0037871559876480098,1161.9228101951205
2023-10-30,1292.7254243099806,0.0037428554958093677,1163.4528818789825
2023-10-31,1292.5902408881282,0.0037428554958093677,1163.4528818789825
2023-11-01,1293.209376438435,0.003730291757856524,1163.8884387945914
2023-11-02,1296.0797356149944,0.003657393241143584,1166.471762053495
2023-11-03,1294.2546531306643,0.003657393241143584,1166.471762053495
2023-11-04,1293.5015298521173,0.003657393241143584,1166.471762053495
2023-11-05,1294.7811469726844,0.003657393241143584,1166.471762053495
2023-11-06,1294.6610387645308,0.003657393241143584,1166.471762053495
2023-11-07,1294.6172065136443,0.003657393241143584,1166.471762053495
2023-11-08,1296.102807272673,0.003657393241143584,1166.471762053495
2023-11-09,1296.8771329974288,0.003657393241143584,1166.471762053495
2023-11-10,1300.6729513423484,0.0035831096202604963,1169.1974602789546
2023-11-11,1302.897502400176,0.0034917151116756833,1172.6077521601585
2023-11-12,1302.2832452920022,0.0034917151116756833,1172.6077521601585
2023-11-13,1301.991577901198,0.0034917151116756833,1172.6077521601585
2023-11-14,1300.0635789043654,0.0034917151116756833,1172.6077521601585
2023-11-15,1296.6950697140658,0.0034917151116756833,1172.6077521601585
2023-11-16,1304.8759523080391,0.0034917151116756833,1172.6077521601585
2023-11-17,1298.8499075701952,0.0034917151116756833,1172.6077521601585
2023-11-18,1300.3929469677619,0.0034917151116756833,1172.6077521601585
2023-11-19,1300.3546052679371,0.0034917151116756833,1172.6077521601585
2023-11-20,1303.1509232113256,0.0034917151116756833,1172.6077521601585
2023-11-21,1303.4666105128817,0.0034917151116756833,1172.6077521601585
2023-11-22,1297.6593814547791,0.0034917151116756833,1172.6077521601585
2023-11-23,1303.3108202170777,0.0034917151116756833,1172.6077521601585
2023-11-24,1302.8124856465035,0.0034917151116756833,1172.6077521601585
2023-11-25,1304.316228006886,0.0034917151116756833,1172.6077521601585
2023-11-26,1304.5833874791094,0.0034917151116756833,1172.6077521601585
2023-11-27,1303.4741663629065,0.0034917151116756833,1172.6077521601585
2023-11-28,1302.6886929487519,0.0034917151116756833,1172.6077521601585
2023-11-29,1304.7031272304878,0.0034917151116756833,1172.6077521601585
2023-11-30,1304.7988222571566,0.0034917151116756833,1172.6077521601585
2023-12-01,1304.289916940735,0.0034917151116756833,1172.6077521601585
2023-12-02,1307.6978451701762,0.0034917151116756833,1172.6077521601585
2023-12-03,1310.447856133418,0.0034917151116756833,1172.6077521601585
2023-12-04,1312.2009043236828,0.0034917151116756833,1172.6077521601585
2023-12-05,1319.1902930579022,0.0031424183625384633,1187.271263752112
2023-12-06,1325.791103449928,0.003007648808618188,1193.2119931049351
2023-12-07,1324.785937461876,0.003007648808618188,1193.2119931049351
2023-12-08,1323.4211230647752,0.003007648808618188,1193.2119931049351
2023-12-09,1326.0496211159577,0.003002380893753289,1193.444659004362
2023-12-10,1324.7267194947867,0.003002380893753289,1193.444659004362
2023-12-11,1324.8879913696017,0.003002380893753289,1193.444659004362
2023-12-12,1317.2743522404958,0.003002380893753289,1193.444659004362
2023-12-13,1317.8940173095318,0.003002380893753289,1193.444659004362
2023-12-14,1322.219002472615,0.003002380893753289,1193.444659004362
2023-12-15,1322.6190119125483,0.003002380893753289,1193.444659004362
2023-12-16,1319.3337611170004,0.003002380893753289,1193.444659004362
2023-12-17,1320.26557906406,0.003002380893753289,1193.444659004362
2023-12-18,1317.6371366140456,0.003002380893753289,1193.444659004362
2023-12-19,1321.416757485416,0.003002380893753289,1193.444659004362
2023-12-20,1320.3568814694286,0.003002380893753289,1193.444659004362
2023-12-21,1324.505339165914,0.003002380893753289,1193.444659004362
2023-12-22,1325.1565644627062,0.003002380893753289,1193.444659004362
2023-12-23,1325.5431212444307,0.003002380893753289,1193.444659004362
2023-12-24,1324.767425965449,0.003002380893753289,1193.444659004362
2023-12-25,1322.5954279767195,0.003002380893753289,1193.444659004362
2023-12-26,1324.38791733825,0.003002380893753289,1193.444659004362
2023-12-27,1321.107100976957,0.003002380893753289,1193.444659004362
2023-12-28,1323.876659429006,0.003002380893753289,1193.444659004362
2023-12-29,1321.4297194043086,0.003002380893753289,1193.444659004362
2023-12-30,1319.843098741964,0.003002380893753289,1193.444659004362
2023-12-31,1320.0157358548531,0.003002380893753289,1193.444659004362
2024-01-01,1320.3408506517692,0.003002380893753289,1193.444659004362
2024-01-02,1326.0518116624703,0.003002380893753289,1193.444659004362
2024-01-03,1328.4256066364946,0.0029548167575529534,1195.5830459728452
2024-01-04,1322.1915544863427,0.0029548167575529534,1195.5830459728452
2024-01-05,1326.1266199535587,0.0029548167575529534,1195.5830459728452
2024-01-06,1326.075705647958,0.0029548167575529534,1195.5830459728452
2024-01-07,1325.5630558464054,0.0029548167575529534,1195.5830459728452
2024-01-08,1325.426845729965,0.0029548167575529534,1195.5830459728452
2024-01-09,1334.3722806391288,0.0029548167575529534,1195.5830459728452
2024-01-10,1331.9174957610855,0.0029548167575529534,1195.5830459728452
2024-01-11,1333.3595871213115,0.0029548167575529534,1195.5830459728452
2024-01-12,1332.5937201934787,0.0028739149543171383,1199.3343481741308
2024-01-13,1322.4907095236854,0.0028739149543171383,1199.3343481741308
2024-01-14,1322.4597133891352,0.0028739149543171383,1199.3343481741308
2024-01-15,1319.4532721496876,0.0028739149543171383,1199.3343481741308
2024-01-16,1321.5101308427884,0.0028739149543171383,1199.3343481741308
2024-01-17,1323.3579919886408,0.0028739149543171383,1199.3343481741308
2024-01-18,1322.1730961563892,0.0028739149543171383,1199.3343481741308
2024-01-19,1317.9179967749606,0.0028739149543171383,1199.3343481741308
2024-01-20,1318.942108243554,0.0028739149543171383,1199.3343481741308
2024-01-21,1319.0777001635702,0.0028739149543171383,1199.3343481741308
2024-01-22,1318.7334000298702,0.0028739149543171383,1199.3343481741308
2024-01-23,1312.875161235221,0.003295909714630351,1182.662446271986
2024-01-24,1313.9897854353774,0.008179743212309357,988.0634087679637
2024-01-25,1315.8835877775061,0.009972213082560192,916.2264600419237
2024-01-26,1314.4549053048386,0.012405890624031888,819.0404477106737
2024-01-27,1337.8159795686342,0.012405890624031888,819.0404477106737
2024-01-28,1341.5772380101002,0.012405890624031888,819.0404477106737
2024-01-29,1340.5294236077307,0.012405890624031888,819.0404477106737
2024-01-30,1356.0696969839928,0.012405890624031888,819.0404477106737
2024-01-31,1351.9058286052818,0.012405890624031888,819.0404477106737
2024-02-01,1347.3155904255113,0.012405890624031888,819.0404477106737
2024-02-02,1353.4337773985058,0.012405890624031888,819.0404477106737
2024-02-03,1354.7994920195722,0.012405890624031888,819.0404477106737
2024-02-04,1352.3976004804535,0.012405890624031888,819.0404477106737
2024-02-05,1347.3277128050088,0.012405890624031888,819.0404477106737
2024-02-06,1348.2592111393774,0.010155648067827424,915.0327967567224
2024-02-07,1352.5855592297053,0.00824612773094809,997.303853494772
2024-02-08,1362.7575835136972,0.006255923538642976,1085.506167272609
2024-02-09,1368.9093006344265,0.0034376776789918897,1213.1771182162229
2024-02-10,1375.253991968019,0.002916936785424983,1237.728592771217
2024-02-11,1377.0743890917402,0.0028826409176842364,1239.3669501825661
2024-02-12,1378.580972066172,0.002854564407126605,1240.7228748595548
2024-02-13,1383.3318387137774,0.0027689772951957595,1244.9986548423997
2024-02-14,1382.7343484408996,0.0027689772951957595,1244.9986548423997
2024-02-15,1388.5055990197152,0.0026791320099376257,1249.6550391177436
2024-02-16,1388.8052842006232,0.0026739390148082473,1249.9247557805609
2024-02-17,1389.3979567593617,0.002663712725886607,1250.4581610834255
2024-02-18,1388.0735439132209,0.002663712725886607,1250.4581610834255
2024-02-19,1389.297654384819,0.002663712725886607,1250.4581610834255
2024-02-20,1388.382925249796,0.002663712725886607,1250.4581610834255
2024-02-21,1389.7300474722567,0.0026579963185561547,1250.7570427250312
2024-02-22,1388.5453914557856,0.0026579963185561547,1250.7570427250312
2024-02-23,1387.125471515215,0.0026579963185561547,1250.7570427250312
2024-02-24,1385.6023792299284,0.0026579963185561547,1250.7570427250312
2024-02-25,1387.8328436767806,0.0026579963185561547,1250.7570427250312
2024-02-26,1388.2637988295978,0.0026579963185561547,1250.7570427250312
2024-02-27,1395.6773859904204,0.0025598237419719007,1256.1096473913785
2024-02-28,1402.2381381235712,0.013522569054683138,630.2972523575419
2024-02-29,1475.5225690547145,0.008072724920880705,970.938606475687
2024-03-01,1464.9763085220175,0.006121268354133075,1090.3645905551793
2024-03-02,1472.5804614649014,0.005495216050587949,1129.455692691385
2024-03-03,1470.3231063055855,0.004272303621005615,1205.312764207943
2024-03-04,1475.1829572922086,0.0023353559050211126,1327.6646615629877
2024-03-05,1487.2404963320437,0.0021765425074054354,1338.5164466988394
2024-03-06,1477.382466966153,0.0021765425074054354,1338.5164466988394
2024-03-07,1482.4007196873918,0.0021765425074054354,1338.5164466988394
2024-03-08,1484.1826034700516,0.0021765425074054354,1338.5164466988394
2024-03-09,1487.174501018307,0.0021765425074054354,1338.5164466988394
2024-03-10,1487.6071724822257,0.002171724785841494,1338.846455234003
2024-03-11,1488.7384417579603,0.002156973330314795,1339.8645975821644
2024-03-12,1495.433936080753,0.0020734234319593307,1345.8905424726777
2024-03-13,1494.1015240295562,0.0020734234319593307,1345.8905424726777
2024-03-14,1497.423580643966,0.0020489215930364147,1347.6812225795695
2024-03-15,1493.9672465352974,0.0020489215930364147,1347.6812225795695
2024-03-16,1489.8841126655461,0.0020489215930364147,1347.6812225795695
2024-03-17,1481.5067777193237,0.0020489215930364147,1347.6812225795695
2024-03-18,1487.8082504037295,0.0020489215930364147,1347.6812225795695
2024-03-19,1486.0829906379372,0.0020489215930364147,1347.6812225795695
2024-03-20,1474.5356385419443,0.00954193667966578,883.7678860018636
2024-03-21,1531.7958511988927,0.00954193667966578,883.7678860018636
2024-03-22,1508.6825858406478,0.00954193667966578,883.7678860018636
2024-03-23,1492.3407821174092,0.00954193667966578,883.7678860018636
2024-03-24,1495.0453614606022,0.00954193667966578,883.7678860018636
2024-03-25,1525.3120848008207,0.00954193667966578,883.7678860018636
2024-03-26,1551.3104397287009,0.00954193667966578,883.7678860018636
2024-03-27,1551.5873757785848,0.00954193667966578,883.7678860018636
2024-03-28,1546.5063722972438,0.00954193667966578,883.7678860018636
2024-03-29,1558.8117630230895,0.00954193667966578,883.7678860018636
2024-03-30,1550.680846459564,0.00954193667966578,883.7678860018636
2024-03-31,1548.3189788686025,0.00954193667966578,883.7678860018636
2024-04-01,1564.429053210237,0.00954193667966578,883.7678860018636
2024-04-02,1548.861368474627,0.00954193667966578,883.7678860018636
2024-04-03,1508.2587507221876,0.00954193667966578,883.7678860018636
2024-04-04,1513.3526155006543,0.00954193667966578,883.7678860018636
2024-04-05,1537.4749389015792,0.00954193667966578,883.7678860018636
2024-04-06,1531.0703745863339,0.00954193667966578,883.7678860018636
2024-04-07,1541.170177173462,0.00954193667966578,883.7678860018636
2024-04-08,1545.6209996989783,0.00954193667966578,883.7678860018636
2024-04-09,1567.2697950382899,0.00954193667966578,883.7678860018636
2024-04-10,1543.4880134695188,0.00954193667966578,883.7678860018636
2024-04-11,1557.3129811429312,0.00954193667966578,883.7678860018636
2024-04-12,1552.281795410035,0.00954193667966578,883.7678860018636
2024-04-13,1524.946588887776,0.00954193667966578,883.7678860018636
2024-04-14,1492.7483428352884,0.00954193667966578,883.7678860018636
2024-04-15,1511.0426451648782,0.00954193667966578,883.7678860018636
2024-04-16,1488.9767731040147,0.00954193667966578,883.7678860018636
2024-04-17,1492.6566411086824,0.00954193667966578,883.7678860018636
2024-04-18,1468.4661912586594,0.00954193667966578,883.7678860018636
2024-04-19,1489.802563313487,0.00954193667966578,883.7678860018636
2024-04-20,1492.9591867361469,0.00954193667966578,883.7678860018636
2024-04-21,1503.9407227847441,0.00954193667966578,883.7678860018636
2024-04-22,1503.293815361656,0.00954193667966578,883.7678860018636
2024-04-23,1521.528783939128,0.00954193667966578,883.7678860018636
2024-04-24,1517.4218937458866,0.00954193667966578,883.7678860018636
2024-04-25,1497.093969443717,0.00954193667966578,883.7678860018636
2024-04-26,1499.0482537134653,0.00954193667966578,883.7678860018636
2024-04-27,1492.1171221260934,0.00954193667966578,883.7678860018636
2024-04-28,1488.9093021516064,0.00954193667966578,883.7678860018636
2024-04-29,1485.9903301840952,0.00954193667966578,883.7678860018636
2024-04-30,1492.935814888646,0.00954193667966578,883.7678860018636
2024-05-01,1462.3609176907623,0.00954193667966578,883.7678860018636
2024-05-02,1439.623975242615,0.00954193667966578,883.7678860018636
2024-05-03,1447.919941352031,0.00954193667966578,883.7678860018636
2024-05-04,1483.8587227580183,0.00954193667966578,883.7678860018636
2024-05-05,1493.4162713591268,0.00954193667966578,883.7678860018636
2024-05-06,1494.7488961300214,0.00954193667966578,883.7678860018636
2024-05-07,1486.4552129573535,0.00954193667966578,883.7678860018636
2024-05-08,1478.5627615690055,0.00954193667966578,883.7678860018636
2024-05-09,1467.6193573451026,0.00954193667966578,883.7678860018636
2024-05-10,1485.3866177325488,0.00954193667966578,883.7678860018636
2024-05-11,1463.8487143505283,0.00954193667966578,883.7678860018636
2024-05-12,1463.8576200641796,0.00954193667966578,883.7678860018636
2024-05-13,1470.1045713304661,0.00954193667966578,883.7678860018636
2024-05-14,1483.9695243019728,0.00954193667966578,883.7678860018636
2024-05-15,1471.100700266018,0.013031621255485666,668.9680679336624
2024-05-16,1532.5409184211458,0.013031621255485666,668.9680679336624
2024-05-17,1519.0413507478734,0.013031621255485666,668.9680679336624
2024-05-18,1542.76269526805,0.013031621255485666,668.9680679336624
2024-05-19,1541.3152700576381,0.013031621255485666,668.9680679336624
2024-05-20,1532.6826418715168,0.013031621255485666,668.9680679336624
2024-05-21,1600.053913880544,0.013031621255485666,668.9680679336624
2024-05-22,1582.9607877542762,0.013031621255485666,668.9680679336624
2024-05-23,1569.7441730642545,0.013031621255485666,668.9680679336624
2024-05-24,1554.2004043708175,0.013031621255485666,668.9680679336624
2024-05-25,1561.9742952573474,0.013031621255485666,668.9680679336624
2024-05-26,1571.6156264415795,0.013031621255485666,668.9680679336624
2024-05-27,1561.8698934474683,0.013031621255485666,668.9680679336624
2024-05-28,1573.291611971431,0.013031621255485666,668.9680679336624
2024-05-29,1558.9785004490886,0.013031621255485666,668.9680679336624
2024-05-30,1549.6201839877933,0.013031621255485666,668.9680679336624
2024-05-31,1559.8747754780748,0.013031621255485666,668.9680679336624
2024-06-01,1548.4905946835065,0.013031621255485666,668.9680679336624
2024-06-02,1551.2992565019701,0.013031621255485666,668.9680679336624
2024-06-03,1551.8812765266482,0.013031621255485666,668.9680679336624
2024-06-04,1565.605947096916,0.013031621255485666,668.9680679336624
2024-06-05,1588.5804574992908,0.013031621255485666,668.9680679336624
2024-06-06,1595.2924875176295,0.013031621255485666,668.9680679336624
2024-06-07,1591.0486249466817,0.013031621255485666,668.9680679336624
2024-06-08,1572.614389350163,0.013031621255485666,668.9680679336624
2024-06-09,1572.134671986023,0.013031621255485666,668.9680679336624
2024-06-10,1576.5943147613034,0.013031621255485666,668.9680679336624
2024-06-11,1574.8257814413817,0.013031621255485666,668.9680679336624
2024-06-12,1546.413609889808,0.013031621255485666,668.9680679336624
2024-06-13,1558.2613939903385,0.013031621255485666,668.9680679336624
2024-06-14,1538.9121762398227,0.013031621255485666,668.9680679336624
2024-06-15,1529.1996283272078,0.013031621255485666,668.9680679336624
2024-06-16,1531.544100312687,0.013031621255485666,668.9680679336624
2024-06-17,1537.382884205106,0.013031621255485666,668.9680679336624
2024-06-18,1535.4444432679234,0.013031621255485666,668.9680679336624
2024-06-19,1517.8575848686792,0.01355140374030839,635.1090496425419
2024-06-20,1515.4122495330553,0.0150721768301245,536.3191793879612
2024-06-21,1513.4281650181383,0.015876007819501863,484.2078956960933
2024-06-22,1501.7996626110582,0.015940740607066482,480.05877002016
2024-06-23,1504.2924606674687,0.01670078799556817,431.2237653625443
2024-06-24,1486.3928522391593,0.018362746251553017,326.21991908535426
2024-06-25,1433.0787808669245,0.018490798859611437,318.5012389891395
2024-06-26,1461.3184382924107,0.018548708742629774,314.92213941505065
2024-06-27,1442.8928161169945,0.018600081784935715,311.79807907758413
2024-06-28,1457.6524264830985,0.01863296528400291,309.77229764287205
